group1,group2,meandiff,p-adj,lower,upper,reject
creative_static,neutral_dynamic,0.0143,0.1637,-0.0019,0.0305,False
creative_static,neutral_static,-0.0076,0.9761,-0.0238,0.0086,False
creative_static,stable,-0.0003,1.0,-0.0134,0.0127,False
creative_static,stressed,-0.0212,0.0,-0.0343,-0.0081,True
empathic,empathic_dynamic,0.0218,0.0,0.0087,0.0348,True
empathic,empathic_static,0.0016,1.0,-0.0115,0.0146,False
empathic,euphoric,0.0101,0.0084,0.0013,0.019,True
empathic,high_adrenaline,-0.0423,0.0,-0.0512,-0.0334,True
empathic,high_cortisol,-0.0049,0.8977,-0.0138,0.0039,False
empathic,high_dopamine,-0.0019,1.0,-0.0108,0.007,False
empathic,high_oxytocin,-0.0134,0.0,-0.0223,-0.0045,True
empathic,high_serotonin,0.0027,0.9999,-0.0062,0.0115,False
empathic,neutral_dynamic,0.0152,0.0066,0.0021,0.0282,True
empathic,neutral_static,-0.0068,0.9413,-0.0198,0.0063,False
empathic,stable,0.0005,1.0,-0.0084,0.0094,False
empathic,stressed,-0.0203,0.0,-0.0292,-0.0115,True
empathic_dynamic,empathic_static,-0.0202,0.0018,-0.0364,-0.004,True
empathic_dynamic,euphoric,-0.0116,0.1532,-0.0247,0.0014,False
empathic_dynamic,high_adrenaline,-0.0641,0.0,-0.0771,-0.051,True
empathic_dynamic,high_cortisol,-0.0267,0.0,-0.0398,-0.0136,True
empathic_dynamic,high_dopamine,-0.0237,0.0,-0.0368,-0.0106,True
empathic_dynamic,high_oxytocin,-0.0352,0.0,-0.0482,-0.0221,True
empathic_dynamic,high_serotonin,-0.0191,0.0,-0.0322,-0.006,True
empathic_dynamic,neutral_dynamic,-0.0066,0.9948,-0.0228,0.0096,False
empathic_dynamic,neutral_static,-0.0286,0.0,-0.0448,-0.0123,True
empathic_dynamic,stable,-0.0213,0.0,-0.0343,-0.0082,True
empathic_dynamic,stressed,-0.0421,0.0,-0.0552,-0.029,True
empathic_static,euphoric,0.0086,0.6881,-0.0045,0.0216,False
empathic_static,high_adrenaline,-0.0438,0.0,-0.0569,-0.0308,True
empathic_static,high_cortisol,-0.0065,0.9604,-0.0195,0.0066,False
empathic_static,high_dopamine,-0.0035,1.0,-0.0165,0.0096,False
empathic_static,high_oxytocin,-0.0149,0.0083,-0.028,-0.0019,True
empathic_static,high_serotonin,0.0011,1.0,-0.012,0.0142,False
empathic_static,neutral_dynamic,0.0136,0.2366,-0.0026,0.0298,False
empathic_static,neutral_static,-0.0083,0.9454,-0.0245,0.0079,False
empathic_static,stable,-0.001,1.0,-0.0141,0.012,False
empathic_static,stressed,-0.0219,0.0,-0.035,-0.0088,True
euphoric,high_adrenaline,-0.0524,0.0,-0.0613,-0.0436,True
euphoric,high_cortisol,-0.0151,0.0,-0.0239,-0.0062,True
euphoric,high_dopamine,-0.0121,0.0003,-0.0209,-0.0032,True
euphoric,high_oxytocin,-0.0235,0.0,-0.0324,-0.0146,True
euphoric,high_serotonin,-0.0075,0.2289,-0.0164,0.0014,False
euphoric,neutral_dynamic,0.005,0.9975,-0.0081,0.0181,False
euphoric,neutral_static,-0.0169,0.0009,-0.03,-0.0039,True
euphoric,stable,-0.0096,0.0179,-0.0185,-0.0008,True
euphoric,stressed,-0.0305,0.0,-0.0394,-0.0216,True
high_adrenaline,high_cortisol,0.0374,0.0,0.0285,0.0462,True
high_adrenaline,high_dopamine,0.0404,0.0,0.0315,0.0492,True
high_adrenaline,high_oxytocin,0.0289,0.0,0.02,0.0378,True
high_adrenaline,high_serotonin,0.0449,0.0,0.0361,0.0538,True
high_adrenaline,neutral_dynamic,0.0574,0.0,0.0444,0.0705,True
high_adrenaline,neutral_static,0.0355,0.0,0.0224,0.0486,True
high_adrenaline,stable,0.0428,0.0,0.0339,0.0517,True
high_adrenaline,stressed,0.0219,0.0,0.0131,0.0308,True
high_cortisol,high_dopamine,0.003,0.9995,-0.0059,0.0119,False
high_cortisol,high_oxytocin,-0.0085,0.0837,-0.0173,0.0004,False
high_cortisol,high_serotonin,0.0076,0.2082,-0.0013,0.0165,False
high_cortisol,neutral_dynamic,0.0201,0.0,0.007,0.0331,True
high_cortisol,neutral_static,-0.0019,1.0,-0.0149,0.0112,False
high_cortisol,stable,0.0054,0.7938,-0.0034,0.0143,False
high_cortisol,stressed,-0.0154,0.0,-0.0243,-0.0065,True
high_dopamine,high_oxytocin,-0.0115,0.0009,-0.0203,-0.0026,True
high_dopamine,high_serotonin,0.0046,0.9442,-0.0043,0.0135,False
high_dopamine,neutral_dynamic,0.0171,0.0007,0.004,0.0301,True
high_dopamine,neutral_static,-0.0049,0.9983,-0.0179,0.0082,False
high_dopamine,stable,0.0024,1.0,-0.0064,0.0113,False
high_dopamine,stressed,-0.0184,0.0,-0.0273,-0.0095,True
high_oxytocin,high_serotonin,0.016,0.0,0.0072,0.0249,True
high_oxytocin,neutral_dynamic,0.0285,0.0,0.0155,0.0416,True
high_oxytocin,neutral_static,0.0066,0.9537,-0.0065,0.0197,False
high_oxytocin,stable,0.0139,0.0,0.005,0.0228,True
high_oxytocin,stressed,-0.007,0.3552,-0.0158,0.0019,False
high_serotonin,neutral_dynamic,0.0125,0.08,-0.0006,0.0256,False
high_serotonin,neutral_static,-0.0094,0.5134,-0.0225,0.0036,False
high_serotonin,stable,-0.0021,1.0,-0.011,0.0067,False
high_serotonin,stressed,-0.023,0.0,-0.0319,-0.0141,True
neutral_dynamic,neutral_static,-0.0219,0.0003,-0.0381,-0.0057,True
neutral_dynamic,stable,-0.0146,0.0112,-0.0277,-0.0016,True
neutral_dynamic,stressed,-0.0355,0.0,-0.0486,-0.0224,True
neutral_static,stable,0.0073,0.8934,-0.0058,0.0204,False
neutral_static,stressed,-0.0136,0.0323,-0.0266,-0.0005,True
stable,stressed,-0.0208,0.0,-0.0297,-0.012,True
