group1,group2,meandiff,p-adj,lower,upper,reject
creative,high_adrenaline,0.0251,0.0,0.0191,0.031,True
creative,high_cortisol,-0.0022,0.9984,-0.0082,0.0038,False
creative,high_dopamine,0.0028,0.9745,-0.0031,0.0088,False
creative,high_oxytocin,0.0083,0.0002,0.0024,0.0143,True
creative,high_serotonin,0.0018,0.9999,-0.0042,0.0077,False
creative,neutral_dynamic,-0.002,1.0,-0.0108,0.0068,False
creative,neutral_static,0.0077,0.1692,-0.0011,0.0165,False
creative,stable,0.0031,0.9451,-0.0029,0.009,False
creative,stressed,-0.0,1.0,-0.006,0.0059,False
creative_dynamic,creative_static,0.0075,0.5979,-0.0034,0.0184,False
creative_dynamic,empathic,0.0072,0.2637,-0.0015,0.016,False
creative_dynamic,empathic_dynamic,0.0001,1.0,-0.0108,0.011,False
creative_dynamic,empathic_static,0.0073,0.6577,-0.0036,0.0182,False
creative_dynamic,euphoric,0.0023,1.0,-0.0064,0.0111,False
creative_dynamic,high_adrenaline,0.0291,0.0,0.0203,0.0379,True
creative_dynamic,high_cortisol,0.0018,1.0,-0.007,0.0106,False
creative_dynamic,high_dopamine,0.0068,0.3706,-0.002,0.0156,False
creative_dynamic,high_oxytocin,0.0123,0.0001,0.0036,0.0211,True
creative_dynamic,high_serotonin,0.0057,0.6931,-0.003,0.0145,False
creative_dynamic,neutral_dynamic,0.002,1.0,-0.0089,0.0129,False
creative_dynamic,neutral_static,0.0117,0.0202,0.0008,0.0226,True
creative_dynamic,stable,0.0071,0.306,-0.0017,0.0158,False
creative_dynamic,stressed,0.004,0.9834,-0.0048,0.0128,False
creative_static,empathic,-0.0003,1.0,-0.0091,0.0085,False
creative_static,empathic_dynamic,-0.0074,0.6233,-0.0183,0.0035,False
creative_static,empathic_static,-0.0002,1.0,-0.0111,0.0106,False
creative_static,euphoric,-0.0052,0.8379,-0.014,0.0036,False
creative_static,high_adrenaline,0.0216,0.0,0.0128,0.0303,True
creative_static,high_cortisol,-0.0057,0.6987,-0.0145,0.003,False
creative_static,high_dopamine,-0.0007,1.0,-0.0095,0.0081,False
creative_static,high_oxytocin,0.0048,0.9085,-0.004,0.0136,False
creative_static,high_serotonin,-0.0018,1.0,-0.0105,0.007,False
creative_static,neutral_dynamic,-0.0055,0.9502,-0.0164,0.0053,False
creative_static,neutral_static,0.0042,0.9974,-0.0067,0.0151,False
creative_static,stable,-0.0005,1.0,-0.0092,0.0083,False
creative_static,stressed,-0.0035,0.9955,-0.0123,0.0052,False
empathic,empathic_dynamic,-0.0071,0.288,-0.0159,0.0016,False
empathic,empathic_static,0.0,1.0,-0.0087,0.0088,False
empathic,euphoric,-0.0049,0.2697,-0.0109,0.0011,False
empathic,high_adrenaline,0.0218,0.0,0.0159,0.0278,True
empathic,high_cortisol,-0.0054,0.1227,-0.0114,0.0005,False
empathic,high_dopamine,-0.0004,1.0,-0.0064,0.0055,False
empathic,high_oxytocin,0.0051,0.2117,-0.0009,0.011,False
empathic,high_serotonin,-0.0015,1.0,-0.0075,0.0045,False
empathic,neutral_dynamic,-0.0053,0.8213,-0.014,0.0035,False
empathic,neutral_static,0.0045,0.9503,-0.0043,0.0132,False
empathic,stable,-0.0002,1.0,-0.0061,0.0058,False
empathic,stressed,-0.0033,0.9098,-0.0092,0.0027,False
empathic_dynamic,empathic_static,0.0072,0.6822,-0.0037,0.0181,False
empathic_dynamic,euphoric,0.0022,1.0,-0.0065,0.011,False
empathic_dynamic,high_adrenaline,0.029,0.0,0.0202,0.0377,True
empathic_dynamic,high_cortisol,0.0017,1.0,-0.0071,0.0105,False
empathic_dynamic,high_dopamine,0.0067,0.3996,-0.0021,0.0155,False
empathic_dynamic,high_oxytocin,0.0122,0.0002,0.0034,0.021,True
empathic_dynamic,high_serotonin,0.0056,0.7223,-0.0031,0.0144,False
empathic_dynamic,neutral_dynamic,0.0019,1.0,-0.009,0.0128,False
empathic_dynamic,neutral_static,0.0116,0.0227,0.0007,0.0225,True
empathic_dynamic,stable,0.007,0.3325,-0.0018,0.0157,False
empathic_dynamic,stressed,0.0039,0.9874,-0.0049,0.0127,False
empathic_static,euphoric,-0.0049,0.8857,-0.0137,0.0038,False
empathic_static,high_adrenaline,0.0218,0.0,0.013,0.0306,True
empathic_static,high_cortisol,-0.0055,0.7658,-0.0143,0.0033,False
empathic_static,high_dopamine,-0.0005,1.0,-0.0092,0.0083,False
empathic_static,high_oxytocin,0.005,0.8664,-0.0037,0.0138,False
empathic_static,high_serotonin,-0.0015,1.0,-0.0103,0.0072,False
empathic_static,neutral_dynamic,-0.0053,0.9671,-0.0162,0.0056,False
empathic_static,neutral_static,0.0044,0.995,-0.0065,0.0153,False
empathic_static,stable,-0.0002,1.0,-0.009,0.0086,False
empathic_static,stressed,-0.0033,0.9981,-0.0121,0.0055,False
euphoric,high_adrenaline,0.0267,0.0,0.0208,0.0327,True
euphoric,high_cortisol,-0.0005,1.0,-0.0065,0.0054,False
euphoric,high_dopamine,0.0045,0.435,-0.0015,0.0104,False
euphoric,high_oxytocin,0.01,0.0,0.004,0.0159,True
euphoric,high_serotonin,0.0034,0.8715,-0.0026,0.0094,False
euphoric,neutral_dynamic,-0.0004,1.0,-0.0091,0.0084,False
euphoric,neutral_static,0.0094,0.0223,0.0006,0.0181,True
euphoric,stable,0.0047,0.3342,-0.0012,0.0107,False
euphoric,stressed,0.0016,1.0,-0.0043,0.0076,False
high_adrenaline,high_cortisol,-0.0273,0.0,-0.0332,-0.0213,True
high_adrenaline,high_dopamine,-0.0223,0.0,-0.0282,-0.0163,True
high_adrenaline,high_oxytocin,-0.0168,0.0,-0.0227,-0.0108,True
high_adrenaline,high_serotonin,-0.0233,0.0,-0.0293,-0.0174,True
high_adrenaline,neutral_dynamic,-0.0271,0.0,-0.0359,-0.0183,True
high_adrenaline,neutral_static,-0.0174,0.0,-0.0261,-0.0086,True
high_adrenaline,stable,-0.022,0.0,-0.028,-0.0161,True
high_adrenaline,stressed,-0.0251,0.0,-0.0311,-0.0191,True
high_cortisol,high_dopamine,0.005,0.2284,-0.0009,0.011,False
high_cortisol,high_oxytocin,0.0105,0.0,0.0046,0.0165,True
high_cortisol,high_serotonin,0.004,0.672,-0.002,0.0099,False
high_cortisol,neutral_dynamic,0.0002,1.0,-0.0086,0.009,False
high_cortisol,neutral_static,0.0099,0.01,0.0011,0.0187,True
high_cortisol,stable,0.0053,0.1612,-0.0007,0.0112,False
high_cortisol,stressed,0.0022,0.9985,-0.0038,0.0082,False
high_dopamine,high_oxytocin,0.0055,0.1122,-0.0005,0.0115,False
high_dopamine,high_serotonin,-0.0011,1.0,-0.007,0.0049,False
high_dopamine,neutral_dynamic,-0.0048,0.9025,-0.0136,0.0039,False
high_dopamine,neutral_static,0.0049,0.8949,-0.0039,0.0137,False
high_dopamine,stable,0.0002,1.0,-0.0057,0.0062,False
high_dopamine,stressed,-0.0028,0.9735,-0.0088,0.0031,False
high_oxytocin,high_serotonin,-0.0066,0.0142,-0.0125,-0.0006,True
high_oxytocin,neutral_dynamic,-0.0103,0.0051,-0.0191,-0.0016,True
high_oxytocin,neutral_static,-0.0006,1.0,-0.0094,0.0082,False
high_oxytocin,stable,-0.0053,0.1643,-0.0112,0.0007,False
high_oxytocin,stressed,-0.0083,0.0002,-0.0143,-0.0024,True
high_serotonin,neutral_dynamic,-0.0038,0.9909,-0.0125,0.005,False
high_serotonin,neutral_static,0.006,0.6304,-0.0028,0.0147,False
high_serotonin,stable,0.0013,1.0,-0.0046,0.0073,False
high_serotonin,stressed,-0.0018,0.9999,-0.0077,0.0042,False
neutral_dynamic,neutral_static,0.0097,0.1482,-0.0012,0.0206,False
neutral_dynamic,stable,0.0051,0.8589,-0.0037,0.0139,False
neutral_dynamic,stressed,0.002,1.0,-0.0068,0.0108,False
neutral_static,stable,-0.0046,0.9305,-0.0134,0.0041,False
neutral_static,stressed,-0.0077,0.1673,-0.0165,0.0011,False
stable,stressed,-0.0031,0.9433,-0.009,0.0029,False
