group1,group2,meandiff,p-adj,lower,upper,reject
creative,stable,0.0011,1.0,-0.0437,0.0459,False
creative,stressed,-0.0044,1.0,-0.0492,0.0404,False
creative_dynamic,creative_static,0.0019,1.0,-0.0799,0.0837,False
creative_dynamic,empathic,0.0474,0.5253,-0.0186,0.1133,False
creative_dynamic,empathic_dynamic,-0.0162,1.0,-0.0979,0.0656,False
creative_dynamic,empathic_static,0.0234,0.9999,-0.0584,0.1052,False
creative_dynamic,euphoric,0.0179,1.0,-0.0481,0.0838,False
creative_dynamic,high_adrenaline,0.054,0.2764,-0.0119,0.1199,False
creative_dynamic,high_cortisol,0.0497,0.4303,-0.0162,0.1156,False
creative_dynamic,high_dopamine,0.0315,0.9724,-0.0344,0.0975,False
creative_dynamic,high_oxytocin,0.033,0.9576,-0.0329,0.0989,False
creative_dynamic,high_serotonin,0.0334,0.9528,-0.0326,0.0993,False
creative_dynamic,neutral_dynamic,0.0113,1.0,-0.0705,0.0931,False
creative_dynamic,neutral_static,0.0429,0.9353,-0.0389,0.1247,False
creative_dynamic,stable,0.0414,0.7595,-0.0245,0.1073,False
creative_dynamic,stressed,0.0359,0.9128,-0.0301,0.1018,False
creative_static,empathic,0.0455,0.6022,-0.0205,0.1114,False
creative_static,empathic_dynamic,-0.018,1.0,-0.0998,0.0638,False
creative_static,empathic_static,0.0215,1.0,-0.0602,0.1033,False
creative_static,euphoric,0.016,1.0,-0.0499,0.0819,False
creative_static,high_adrenaline,0.0521,0.3391,-0.0138,0.1181,False
creative_static,high_cortisol,0.0478,0.5054,-0.0181,0.1138,False
creative_static,high_dopamine,0.0297,0.9851,-0.0363,0.0956,False
creative_static,high_oxytocin,0.0311,0.9756,-0.0348,0.0971,False
creative_static,high_serotonin,0.0315,0.9725,-0.0344,0.0974,False
creative_static,neutral_dynamic,0.0094,1.0,-0.0724,0.0912,False
creative_static,neutral_static,0.041,0.9563,-0.0407,0.1228,False
creative_static,stable,0.0395,0.821,-0.0264,0.1055,False
creative_static,stressed,0.034,0.9445,-0.0319,0.0999,False
empathic,empathic_dynamic,-0.0635,0.0747,-0.1294,0.0024,False
empathic,empathic_static,-0.0239,0.9987,-0.0899,0.042,False
empathic,euphoric,-0.0295,0.6854,-0.0743,0.0153,False
empathic,high_adrenaline,0.0067,1.0,-0.0381,0.0515,False
empathic,high_cortisol,0.0024,1.0,-0.0424,0.0471,False
empathic,high_dopamine,-0.0158,0.9991,-0.0606,0.029,False
empathic,high_oxytocin,-0.0144,0.9997,-0.0592,0.0304,False
empathic,high_serotonin,-0.014,0.9998,-0.0588,0.0308,False
empathic,neutral_dynamic,-0.0361,0.9087,-0.102,0.0299,False
empathic,neutral_static,-0.0044,1.0,-0.0704,0.0615,False
empathic,stable,-0.0059,1.0,-0.0507,0.0388,False
empathic,stressed,-0.0115,1.0,-0.0563,0.0333,False
empathic_dynamic,empathic_static,0.0396,0.969,-0.0422,0.1213,False
empathic_dynamic,euphoric,0.034,0.9441,-0.0319,0.1,False
empathic_dynamic,high_adrenaline,0.0702,0.0234,0.0042,0.1361,True
empathic_dynamic,high_cortisol,0.0659,0.0506,-0.0001,0.1318,False
empathic_dynamic,high_dopamine,0.0477,0.512,-0.0183,0.1136,False
empathic_dynamic,high_oxytocin,0.0491,0.4526,-0.0168,0.1151,False
empathic_dynamic,high_serotonin,0.0495,0.4371,-0.0164,0.1155,False
empathic_dynamic,neutral_dynamic,0.0274,0.9995,-0.0543,0.1092,False
empathic_dynamic,neutral_static,0.0591,0.514,-0.0227,0.1409,False
empathic_dynamic,stable,0.0576,0.1784,-0.0084,0.1235,False
empathic_dynamic,stressed,0.052,0.3434,-0.0139,0.118,False
empathic_static,euphoric,-0.0055,1.0,-0.0715,0.0604,False
empathic_static,high_adrenaline,0.0306,0.9794,-0.0353,0.0965,False
empathic_static,high_cortisol,0.0263,0.996,-0.0396,0.0922,False
empathic_static,high_dopamine,0.0081,1.0,-0.0578,0.074,False
empathic_static,high_oxytocin,0.0096,1.0,-0.0564,0.0755,False
empathic_static,high_serotonin,0.01,1.0,-0.056,0.0759,False
empathic_static,neutral_dynamic,-0.0121,1.0,-0.0939,0.0697,False
empathic_static,neutral_static,0.0195,1.0,-0.0623,0.1013,False
empathic_static,stable,0.018,1.0,-0.0479,0.0839,False
empathic_static,stressed,0.0125,1.0,-0.0535,0.0784,False
euphoric,high_adrenaline,0.0361,0.3025,-0.0086,0.0809,False
euphoric,high_cortisol,0.0318,0.5452,-0.013,0.0766,False
euphoric,high_dopamine,0.0137,0.9999,-0.0311,0.0584,False
euphoric,high_oxytocin,0.0151,0.9995,-0.0297,0.0599,False
euphoric,high_serotonin,0.0155,0.9993,-0.0293,0.0603,False
euphoric,neutral_dynamic,-0.0066,1.0,-0.0725,0.0593,False
euphoric,neutral_static,0.0251,0.9978,-0.0409,0.091,False
euphoric,stable,0.0235,0.9345,-0.0213,0.0683,False
euphoric,stressed,0.018,0.9957,-0.0268,0.0628,False
high_adrenaline,high_cortisol,-0.0043,1.0,-0.0491,0.0405,False
high_adrenaline,high_dopamine,-0.0225,0.9561,-0.0673,0.0223,False
high_adrenaline,high_oxytocin,-0.021,0.9769,-0.0658,0.0238,False
high_adrenaline,high_serotonin,-0.0206,0.9809,-0.0654,0.0242,False
high_adrenaline,neutral_dynamic,-0.0427,0.7111,-0.1087,0.0232,False
high_adrenaline,neutral_static,-0.0111,1.0,-0.077,0.0548,False
high_adrenaline,stable,-0.0126,1.0,-0.0574,0.0322,False
high_adrenaline,stressed,-0.0181,0.9952,-0.0629,0.0266,False
high_cortisol,high_dopamine,-0.0182,0.9951,-0.063,0.0266,False
high_cortisol,high_oxytocin,-0.0167,0.9982,-0.0615,0.0281,False
high_cortisol,high_serotonin,-0.0163,0.9986,-0.0611,0.0285,False
high_cortisol,neutral_dynamic,-0.0384,0.8528,-0.1044,0.0275,False
high_cortisol,neutral_static,-0.0068,1.0,-0.0727,0.0591,False
high_cortisol,stable,-0.0083,1.0,-0.0531,0.0365,False
high_cortisol,stressed,-0.0138,0.9998,-0.0586,0.031,False
high_dopamine,high_oxytocin,0.0015,1.0,-0.0433,0.0463,False
high_dopamine,high_serotonin,0.0019,1.0,-0.0429,0.0467,False
high_dopamine,neutral_dynamic,-0.0202,0.9999,-0.0862,0.0457,False
high_dopamine,neutral_static,0.0114,1.0,-0.0545,0.0773,False
high_dopamine,stable,0.0099,1.0,-0.0349,0.0547,False
high_dopamine,stressed,0.0043,1.0,-0.0404,0.0491,False
high_oxytocin,high_serotonin,0.0004,1.0,-0.0444,0.0452,False
high_oxytocin,neutral_dynamic,-0.0217,0.9996,-0.0876,0.0442,False
high_oxytocin,neutral_static,0.0099,1.0,-0.056,0.0759,False
high_oxytocin,stable,0.0084,1.0,-0.0364,0.0532,False
high_oxytocin,stressed,0.0029,1.0,-0.0419,0.0477,False
high_serotonin,neutral_dynamic,-0.0221,0.9995,-0.088,0.0438,False
high_serotonin,neutral_static,0.0095,1.0,-0.0564,0.0755,False
high_serotonin,stable,0.008,1.0,-0.0368,0.0528,False
high_serotonin,stressed,0.0025,1.0,-0.0423,0.0473,False
neutral_dynamic,neutral_static,0.0316,0.9972,-0.0501,0.1134,False
neutral_dynamic,stable,0.0301,0.9824,-0.0358,0.0961,False
neutral_dynamic,stressed,0.0246,0.9982,-0.0413,0.0905,False
neutral_static,stable,-0.0015,1.0,-0.0674,0.0644,False
neutral_static,stressed,-0.0071,1.0,-0.073,0.0589,False
stable,stressed,-0.0055,1.0,-0.0503,0.0393,False
