group1,group2,meandiff,p-adj,lower,upper,reject
creative,empathic,-3.4427,1.0,-48.9785,42.0932,False
creative,empathic_dynamic,319.478,0.0,266.8977,372.0583,True
creative,empathic_static,11.4231,1.0,-41.1572,64.0033,False
creative,euphoric,4.6316,1.0,-40.9043,50.1674,False
creative,high_adrenaline,-11.6435,1.0,-57.1794,33.8923,False
creative,high_cortisol,-8.6051,1.0,-54.1409,36.9308,False
creative,high_dopamine,-3.0741,1.0,-48.61,42.4618,False
creative,high_oxytocin,-6.5457,1.0,-52.0816,38.9902,False
creative,high_serotonin,-3.4999,1.0,-49.0358,42.0359,False
creative,neutral_dynamic,111.6389,0.0,59.0586,164.2191,True
creative,neutral_static,9.8123,1.0,-42.7679,62.3926,False
creative,stable,-2.5599,1.0,-48.0958,42.9759,False
creative,stressed,-11.5704,1.0,-57.1063,33.9655,False
creative_dynamic,creative_static,-680.9624,0.0,-739.749,-622.1758,True
creative_dynamic,empathic,-697.7384,0.0,-750.3187,-645.1581,True
creative_dynamic,empathic_dynamic,-374.8177,0.0,-433.6043,-316.0312,True
creative_dynamic,empathic_static,-682.8727,0.0,-741.6592,-624.0861,True
creative_dynamic,euphoric,-689.6642,0.0,-742.2445,-637.0839,True
creative_dynamic,high_adrenaline,-705.9393,0.0,-758.5196,-653.359,True
creative_dynamic,high_cortisol,-702.9008,0.0,-755.4811,-650.3205,True
creative_dynamic,high_dopamine,-697.3698,0.0,-749.9501,-644.7895,True
creative_dynamic,high_oxytocin,-700.8414,0.0,-753.4217,-648.2611,True
creative_dynamic,high_serotonin,-697.7957,0.0,-750.376,-645.2154,True
creative_dynamic,neutral_dynamic,-582.6569,0.0,-641.4434,-523.8703,True
creative_dynamic,neutral_static,-684.4834,0.0,-743.2699,-625.6968,True
creative_dynamic,stable,-696.8557,0.0,-749.4359,-644.2754,True
creative_dynamic,stressed,-705.8661,0.0,-758.4464,-653.2858,True
creative_static,empathic,-16.776,0.9998,-69.3563,35.8043,False
creative_static,empathic_dynamic,306.1447,0.0,247.3581,364.9312,True
creative_static,empathic_static,-1.9103,1.0,-60.6968,56.8763,False
creative_static,euphoric,-8.7018,1.0,-61.2821,43.8785,False
creative_static,high_adrenaline,-24.9769,0.9738,-77.5572,27.6034,False
creative_static,high_cortisol,-21.9384,0.9933,-74.5187,30.6419,False
creative_static,high_dopamine,-16.4074,0.9998,-68.9877,36.1729,False
creative_static,high_oxytocin,-19.879,0.9979,-72.4593,32.7013,False
creative_static,high_serotonin,-16.8333,0.9997,-69.4136,35.747,False
creative_static,neutral_dynamic,98.3055,0.0,39.519,157.0921,True
creative_static,neutral_static,-3.521,1.0,-62.3075,55.2656,False
creative_static,stable,-15.8933,0.9999,-68.4735,36.687,False
creative_static,stressed,-24.9037,0.9746,-77.484,27.6766,False
empathic,empathic_dynamic,322.9207,0.0,270.3404,375.501,True
empathic,empathic_static,14.8657,1.0,-37.7146,67.446,False
empathic,euphoric,8.0742,1.0,-37.4616,53.6101,False
empathic,high_adrenaline,-8.2009,1.0,-53.7367,37.335,False
empathic,high_cortisol,-5.1624,1.0,-50.6983,40.3735,False
empathic,high_dopamine,0.3686,1.0,-45.1673,45.9044,False
empathic,high_oxytocin,-3.103,1.0,-48.6389,42.4328,False
empathic,high_serotonin,-0.0573,1.0,-45.5931,45.4786,False
empathic,neutral_dynamic,115.0815,0.0,62.5012,167.6618,True
empathic,neutral_static,13.255,1.0,-39.3253,65.8353,False
empathic,stable,0.8827,1.0,-44.6531,46.4186,False
empathic,stressed,-8.1277,1.0,-53.6636,37.4081,False
empathic_dynamic,empathic_static,-308.055,0.0,-366.8415,-249.2684,True
empathic_dynamic,euphoric,-314.8464,0.0,-367.4267,-262.2661,True
empathic_dynamic,high_adrenaline,-331.1215,0.0,-383.7018,-278.5412,True
empathic_dynamic,high_cortisol,-328.0831,0.0,-380.6634,-275.5028,True
empathic_dynamic,high_dopamine,-322.5521,0.0,-375.1324,-269.9718,True
empathic_dynamic,high_oxytocin,-326.0237,0.0,-378.604,-273.4434,True
empathic_dynamic,high_serotonin,-322.9779,0.0,-375.5582,-270.3977,True
empathic_dynamic,neutral_dynamic,-207.8392,0.0,-266.6257,-149.0526,True
empathic_dynamic,neutral_static,-309.6657,0.0,-368.4522,-250.8791,True
empathic_dynamic,stable,-322.0379,0.0,-374.6182,-269.4576,True
empathic_dynamic,stressed,-331.0484,0.0,-383.6287,-278.4681,True
empathic_static,euphoric,-6.7915,1.0,-59.3718,45.7888,False
empathic_static,high_adrenaline,-23.0666,0.9884,-75.6469,29.5137,False
empathic_static,high_cortisol,-20.0281,0.9977,-72.6084,32.5522,False
empathic_static,high_dopamine,-14.4971,1.0,-67.0774,38.0832,False
empathic_static,high_oxytocin,-17.9687,0.9994,-70.549,34.6115,False
empathic_static,high_serotonin,-14.923,1.0,-67.5033,37.6573,False
empathic_static,neutral_dynamic,100.2158,0.0,41.4292,159.0024,True
empathic_static,neutral_static,-1.6107,1.0,-60.3973,57.1758,False
empathic_static,stable,-13.983,1.0,-66.5633,38.5973,False
empathic_static,stressed,-22.9934,0.9888,-75.5737,29.5868,False
euphoric,high_adrenaline,-16.2751,0.9989,-61.811,29.2608,False
euphoric,high_cortisol,-13.2367,0.9999,-58.7725,32.2992,False
euphoric,high_dopamine,-7.7057,1.0,-53.2415,37.8302,False
euphoric,high_oxytocin,-11.1773,1.0,-56.7131,34.3586,False
euphoric,high_serotonin,-8.1315,1.0,-53.6674,37.4043,False
euphoric,neutral_dynamic,107.0073,0.0,54.427,159.5876,True
euphoric,neutral_static,5.1808,1.0,-47.3995,57.7611,False
euphoric,stable,-7.1915,1.0,-52.7274,38.3444,False
euphoric,stressed,-16.202,0.999,-61.7378,29.3339,False
high_adrenaline,high_cortisol,3.0385,1.0,-42.4974,48.5743,False
high_adrenaline,high_dopamine,8.5695,1.0,-36.9664,54.1053,False
high_adrenaline,high_oxytocin,5.0978,1.0,-40.438,50.6337,False
high_adrenaline,high_serotonin,8.1436,1.0,-37.3923,53.6795,False
high_adrenaline,neutral_dynamic,123.2824,0.0,70.7021,175.8627,True
high_adrenaline,neutral_static,21.4559,0.9948,-31.1244,74.0362,False
high_adrenaline,stable,9.0836,1.0,-36.4523,54.6195,False
high_adrenaline,stressed,0.0731,1.0,-45.4627,45.609,False
high_cortisol,high_dopamine,5.531,1.0,-40.0049,51.0669,False
high_cortisol,high_oxytocin,2.0594,1.0,-43.4765,47.5953,False
high_cortisol,high_serotonin,5.1051,1.0,-40.4307,50.641,False
high_cortisol,neutral_dynamic,120.2439,0.0,67.6636,172.8242,True
high_cortisol,neutral_static,18.4174,0.9992,-34.1629,70.9977,False
high_cortisol,stable,6.0452,1.0,-39.4907,51.581,False
high_cortisol,stressed,-2.9653,1.0,-48.5012,42.5706,False
high_dopamine,high_oxytocin,-3.4716,1.0,-49.0075,42.0643,False
high_dopamine,high_serotonin,-0.4259,1.0,-45.9617,45.11,False
high_dopamine,neutral_dynamic,114.7129,0.0,62.1326,167.2932,True
high_dopamine,neutral_static,12.8864,1.0,-39.6939,65.4667,False
high_dopamine,stable,0.5142,1.0,-45.0217,46.05,False
high_dopamine,stressed,-8.4963,1.0,-54.0322,37.0396,False
high_oxytocin,high_serotonin,3.0457,1.0,-42.4901,48.5816,False
high_oxytocin,neutral_dynamic,118.1845,0.0,65.6043,170.7648,True
high_oxytocin,neutral_static,16.358,0.9998,-36.2223,68.9383,False
high_oxytocin,stable,3.9858,1.0,-41.5501,49.5216,False
high_oxytocin,stressed,-5.0247,1.0,-50.5606,40.5112,False
high_serotonin,neutral_dynamic,115.1388,0.0,62.5585,167.7191,True
high_serotonin,neutral_static,13.3123,1.0,-39.268,65.8926,False
high_serotonin,stable,0.94,1.0,-44.5958,46.4759,False
high_serotonin,stressed,-8.0704,1.0,-53.6063,37.4654,False
neutral_dynamic,neutral_static,-101.8265,0.0,-160.6131,-43.04,True
neutral_dynamic,stable,-114.1988,0.0,-166.7791,-61.6185,True
neutral_dynamic,stressed,-123.2092,0.0,-175.7895,-70.629,True
neutral_static,stable,-12.3723,1.0,-64.9526,40.208,False
neutral_static,stressed,-21.3827,0.995,-73.963,31.1976,False
stable,stressed,-9.0105,1.0,-54.5463,36.5254,False
