group1,group2,meandiff,p-adj,lower,upper,reject
creative_dynamic,creative_static,0.4583,1.0,-4.7098,5.6265,False
creative_dynamic,empathic,13.295,0.0,8.6725,17.9175,True
creative_dynamic,empathic_dynamic,-0.8833,1.0,-6.0515,4.2848,False
creative_dynamic,empathic_static,1.5083,0.9999,-3.6598,6.6765,False
creative_dynamic,euphoric,14.715,0.0,10.0925,19.3375,True
creative_dynamic,high_adrenaline,13.15,0.0,8.5275,17.7725,True
creative_dynamic,high_cortisol,13.595,0.0,8.9725,18.2175,True
creative_dynamic,high_dopamine,13.04,0.0,8.4175,17.6625,True
creative_dynamic,high_oxytocin,13.71,0.0,9.0875,18.3325,True
creative_dynamic,high_serotonin,13.29,0.0,8.6675,17.9125,True
creative_dynamic,neutral_dynamic,0.6167,1.0,-4.5515,5.7848,False
creative_dynamic,neutral_static,-1.1333,1.0,-6.3015,4.0348,False
creative_dynamic,stable,13.465,0.0,8.8425,18.0875,True
creative_dynamic,stressed,12.54,0.0,7.9175,17.1625,True
creative_static,empathic,12.8367,0.0,8.2141,17.4592,True
creative_static,empathic_dynamic,-1.3417,1.0,-6.5098,3.8265,False
creative_static,empathic_static,1.05,1.0,-4.1182,6.2182,False
creative_static,euphoric,14.2567,0.0,9.6341,18.8792,True
creative_static,high_adrenaline,12.6917,0.0,8.0691,17.3142,True
creative_static,high_cortisol,13.1367,0.0,8.5141,17.7592,True
creative_static,high_dopamine,12.5817,0.0,7.9591,17.2042,True
creative_static,high_oxytocin,13.2517,0.0,8.6291,17.8742,True
creative_static,high_serotonin,12.8317,0.0,8.2091,17.4542,True
creative_static,neutral_dynamic,0.1583,1.0,-5.0098,5.3265,False
creative_static,neutral_static,-1.5917,0.9998,-6.7598,3.5765,False
creative_static,stable,13.0067,0.0,8.3841,17.6292,True
creative_static,stressed,12.0817,0.0,7.4591,16.7042,True
empathic,empathic_dynamic,-14.1783,0.0,-18.8009,-9.5558,True
empathic,empathic_static,-11.7867,0.0,-16.4092,-7.1641,True
empathic,euphoric,1.42,0.999,-2.5832,5.4232,False
empathic,high_adrenaline,-0.145,1.0,-4.1482,3.8582,False
empathic,high_cortisol,0.3,1.0,-3.7032,4.3032,False
empathic,high_dopamine,-0.255,1.0,-4.2582,3.7482,False
empathic,high_oxytocin,0.415,1.0,-3.5882,4.4182,False
empathic,high_serotonin,-0.005,1.0,-4.0082,3.9982,False
empathic,neutral_dynamic,-12.6783,0.0,-17.3009,-8.0558,True
empathic,neutral_static,-14.4283,0.0,-19.0509,-9.8058,True
empathic,stable,0.17,1.0,-3.8332,4.1732,False
empathic,stressed,-0.755,1.0,-4.7582,3.2482,False
empathic_dynamic,empathic_static,2.3917,0.9798,-2.7765,7.5598,False
empathic_dynamic,euphoric,15.5983,0.0,10.9758,20.2209,True
empathic_dynamic,high_adrenaline,14.0333,0.0,9.4108,18.6559,True
empathic_dynamic,high_cortisol,14.4783,0.0,9.8558,19.1009,True
empathic_dynamic,high_dopamine,13.9233,0.0,9.3008,18.5459,True
empathic_dynamic,high_oxytocin,14.5933,0.0,9.9708,19.2159,True
empathic_dynamic,high_serotonin,14.1733,0.0,9.5508,18.7959,True
empathic_dynamic,neutral_dynamic,1.5,0.9999,-3.6682,6.6682,False
empathic_dynamic,neutral_static,-0.25,1.0,-5.4182,4.9182,False
empathic_dynamic,stable,14.3483,0.0,9.7258,18.9709,True
empathic_dynamic,stressed,13.4233,0.0,8.8008,18.0459,True
empathic_static,euphoric,13.2067,0.0,8.5841,17.8292,True
empathic_static,high_adrenaline,11.6417,0.0,7.0191,16.2642,True
empathic_static,high_cortisol,12.0867,0.0,7.4641,16.7092,True
empathic_static,high_dopamine,11.5317,0.0,6.9091,16.1542,True
empathic_static,high_oxytocin,12.2017,0.0,7.5791,16.8242,True
empathic_static,high_serotonin,11.7817,0.0,7.1591,16.4042,True
empathic_static,neutral_dynamic,-0.8917,1.0,-6.0598,4.2765,False
empathic_static,neutral_static,-2.6417,0.9482,-7.8098,2.5265,False
empathic_static,stable,11.9567,0.0,7.3341,16.5792,True
empathic_static,stressed,11.0317,0.0,6.4091,15.6542,True
euphoric,high_adrenaline,-1.565,0.9968,-5.5682,2.4382,False
euphoric,high_cortisol,-1.12,1.0,-5.1232,2.8832,False
euphoric,high_dopamine,-1.675,0.9931,-5.6782,2.3282,False
euphoric,high_oxytocin,-1.005,1.0,-5.0082,2.9982,False
euphoric,high_serotonin,-1.425,0.999,-5.4282,2.5782,False
euphoric,neutral_dynamic,-14.0983,0.0,-18.7209,-9.4758,True
euphoric,neutral_static,-15.8483,0.0,-20.4709,-11.2258,True
euphoric,stable,-1.25,0.9998,-5.2532,2.7532,False
euphoric,stressed,-2.175,0.9132,-6.1782,1.8282,False
high_adrenaline,high_cortisol,0.445,1.0,-3.5582,4.4482,False
high_adrenaline,high_dopamine,-0.11,1.0,-4.1132,3.8932,False
high_adrenaline,high_oxytocin,0.56,1.0,-3.4432,4.5632,False
high_adrenaline,high_serotonin,0.14,1.0,-3.8632,4.1432,False
high_adrenaline,neutral_dynamic,-12.5333,0.0,-17.1559,-7.9108,True
high_adrenaline,neutral_static,-14.2833,0.0,-18.9059,-9.6608,True
high_adrenaline,stable,0.315,1.0,-3.6882,4.3182,False
high_adrenaline,stressed,-0.61,1.0,-4.6132,3.3932,False
high_cortisol,high_dopamine,-0.555,1.0,-4.5582,3.4482,False
high_cortisol,high_oxytocin,0.115,1.0,-3.8882,4.1182,False
high_cortisol,high_serotonin,-0.305,1.0,-4.3082,3.6982,False
high_cortisol,neutral_dynamic,-12.9783,0.0,-17.6009,-8.3558,True
high_cortisol,neutral_static,-14.7283,0.0,-19.3509,-10.1058,True
high_cortisol,stable,-0.13,1.0,-4.1332,3.8732,False
high_cortisol,stressed,-1.055,1.0,-5.0582,2.9482,False
high_dopamine,high_oxytocin,0.67,1.0,-3.3332,4.6732,False
high_dopamine,high_serotonin,0.25,1.0,-3.7532,4.2532,False
high_dopamine,neutral_dynamic,-12.4233,0.0,-17.0459,-7.8008,True
high_dopamine,neutral_static,-14.1733,0.0,-18.7959,-9.5508,True
high_dopamine,stable,0.425,1.0,-3.5782,4.4282,False
high_dopamine,stressed,-0.5,1.0,-4.5032,3.5032,False
high_oxytocin,high_serotonin,-0.42,1.0,-4.4232,3.5832,False
high_oxytocin,neutral_dynamic,-13.0933,0.0,-17.7159,-8.4708,True
high_oxytocin,neutral_static,-14.8433,0.0,-19.4659,-10.2208,True
high_oxytocin,stable,-0.245,1.0,-4.2482,3.7582,False
high_oxytocin,stressed,-1.17,0.9999,-5.1732,2.8332,False
high_serotonin,neutral_dynamic,-12.6733,0.0,-17.2959,-8.0508,True
high_serotonin,neutral_static,-14.4233,0.0,-19.0459,-9.8008,True
high_serotonin,stable,0.175,1.0,-3.8282,4.1782,False
high_serotonin,stressed,-0.75,1.0,-4.7532,3.2532,False
neutral_dynamic,neutral_static,-1.75,0.9995,-6.9182,3.4182,False
neutral_dynamic,stable,12.8483,0.0,8.2258,17.4709,True
neutral_dynamic,stressed,11.9233,0.0,7.3008,16.5459,True
neutral_static,stable,14.5983,0.0,9.9758,19.2209,True
neutral_static,stressed,13.6733,0.0,9.0508,18.2959,True
stable,stressed,-0.925,1.0,-4.9282,3.0782,False
